k,h,offset,Combo,Plastic,Reagent,Channel
5.395421047493717,0.962914921019454,43.4542363157337,PBCH.CH,BCH,CH,2
5.175773830598988,0.9985493550134188,48.54645498344624,PBCH.CH,BCH,CH,3
4.609601510624538,0.984889455085062,46.15704558790663,PBCH.CH,BCH,CH,4
5.017429745800846,8.971032237079008e-23,41.80871008665197,PBCH.CH,BCH,CH,5
4.833312011330095,1.0,51.49259076829743,PBCH.CH,BCH,CH,6
4.932497022477237,1.3945942010217268e-21,45.54028734700498,PBCH.CH,BCH,CH,7
4.448475161445907,0.843207543287363,46.89998390165398,PBCH.CH,BCH,CH,8
5.341130264426951,1.0,54.65957573860358,PBCH.CH,BCH,CH,9
5.409876356480418,1.0,51.01161134534446,PBCH.CH,BCH,CH,10
5.0289895150087,1.0,52.12462376694352,PBCH.CH,BCH,CH,11
5.32165201548279,0.1043372670580042,41.41098972342776,PBCH.CH,BCH,CH,12
5.334982938959274,0.8708732660612699,44.69877053354911,PBCH.CH,BCH,CH,13
5.393453584495028,1.0,52.90042169389831,PBCH.CH,BCH,CH,14
4.907345826499738,1.0,50.72832166209862,PBCH.CH,BCH,CH,15
4.927940559434618,1.0,52.28498635306617,PBCH.CL,BCH,CL,0
4.888916322213917,1.8103946304974055e-22,39.75761272272297,PBCH.CL,BCH,CL,1
4.745256558975304,1.0,50.97921227148044,PBCH.CL,BCH,CL,2
5.0683284761949,8.047643410702674e-24,42.55371928096847,PBCH.CL,BCH,CL,3
4.819103923472684,0.8126044361006065,43.41252638323847,PBCH.CL,BCH,CL,4
4.803161969518108,0.9849528214348436,46.35013046207417,PBCH.CL,BCH,CL,5
4.996364078492322,0.8378694899523971,45.11738252460079,PBCH.CL,BCH,CL,6
4.65489885037773,2.2647877211132636e-14,43.689421406003774,PBCH.CL,BCH,CL,7
5.159458910011345,0.9809307435297216,43.41399227004853,PBCH.CL,BCH,CL,8
4.896408467162567,3.165541040470876e-26,40.23336904190643,PBCH.CL,BCH,CL,9
5.176250386082823,1.0,54.67263040782124,PBCH.CL,BCH,CL,10
5.072583685238776,1.0,55.30348006314031,PBCH.CL,BCH,CL,11
4.684917496817403,0.9552716841051296,46.33145840190764,PBCH.CL,BCH,CL,12
4.959235883989951,0.9745098433992732,46.09744256607237,PBCH.CL,BCH,CL,13
5.616276340765392,1.8519675927789302e-16,41.18797425581783,PBCH.CL,BCH,CL,14
5.213537044431322,1.0,50.81368338756093,PBCH.CL,BCH,CL,15
5.087588134392141,0.6206115794761425,38.06236340828104,PBCL.CH,BCL,CH,0
5.040455186180783,0.4694444727336717,41.776751842011976,PBCL.CH,BCL,CH,1
5.186344832146162,0.931249309986812,42.8899544033548,PBCL.CH,BCL,CH,2
5.161788790525548,0.9998500160067724,47.73767183121847,PBCL.CH,BCL,CH,3
4.866145064747768,0.944163610003534,45.1619688078903,PBCL.CH,BCL,CH,4
4.683884440392778,0.9957025641530678,48.77097073380085,PBCL.CH,BCL,CH,5
4.7488851024224505,0.985536921002742,47.631687491308696,PBCL.CH,BCL,CH,6
4.884219529882339,0.948110014055506,46.52259306463946,PBCL.CH,BCL,CH,7
4.62252498921056,1.0,50.97494052703178,PBCL.CH,BCL,CH,8
4.820357092626216,0.9972940389336572,47.08150729974667,PBCL.CH,BCL,CH,9
4.7165255751192845,1.0,50.88670902893996,PBCL.CH,BCL,CH,10
4.941631965063099,1.0,49.43672523844624,PBCL.CH,BCL,CH,11
4.606907939582241,0.9996178128584704,48.38189755345199,PBCL.CH,BCL,CH,12
4.77545679618382,0.958794227382049,45.29911226513021,PBCL.CH,BCL,CH,13
4.839277613244956,1.0,51.58162568653682,PBCL.CH,BCL,CH,14
4.887065466007658,1.0,53.31324529528176,PBCL.CH,BCL,CH,15
5.017823304254365,6.61986828112506e-25,42.54752933149641,PBCL.CL,BCL,CL,0
5.407751351706313,4.1096658201772414e-16,37.88571474520085,PBCL.CL,BCL,CL,1
